"Country or Area","Year","Area","Sex","Age","Educational attainment","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Colombia","2018","Total","Female","15 +","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","17719716",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","21499",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","1071",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","95906",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","206895",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","778442",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","5501",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","347119",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","456489",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","10977",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","1839",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","30997",""
"Colombia","2018","Total","Female","20 - 24","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","1956735",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","27790",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","912",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","145967",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","178217",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","666416",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","5062",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","340860",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","397560",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","62407",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","2345",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","29480",""
"Colombia","2018","Total","Female","25 - 29","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","1857016",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","35675",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","835",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","212599",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","171698",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","577696",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","4187",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","275538",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","297733",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","95823",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","3899",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","25063",""
"Colombia","2018","Total","Female","30 - 34","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","1700746",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","43546",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","710",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","276393",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","172255",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","544013",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","3634",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","237970",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","248614",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","101002",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","4657",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","23433",""
"Colombia","2018","Total","Female","35 - 39","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","1656227",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","49941",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 0 – Early childhood education","Census - de jure - complete tabulation","Final figure, complete","2020","716",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 1 – Primary education","Census - de jure - complete tabulation","Final figure, complete","2020","336729",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 2 – Lower secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","164409",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 3 – Upper secondary education","Census - de jure - complete tabulation","Final figure, complete","2020","432085",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 4 – Post-secondary non-tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","2568",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 5 – Short-cycle tertiary education","Census - de jure - complete tabulation","Final figure, complete","2020","167749",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 6 – Bachelor’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","180679",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 7 – Master’s or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","76840",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, level 8 – Doctoral or equivalent level","Census - de jure - complete tabulation","Final figure, complete","2020","4050",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, Unknown","Census - de jure - complete tabulation","Final figure, complete","2020","20570",""
"Colombia","2018","Total","Female","40 - 44","ISCED 2011, Total","Census - de jure - complete tabulation","Final figure, complete","2020","1436336",""
"Colombia","2018","Total","Female","45 - 49","ISCED 2011, No education","Census - de jure - complete tabulation","Final figure, complete","2020","57624",""
